"POSTAL_CODE","RANK","SCORE","DWELLINGS TOTAL","ACCUM. DWELLINGS","PT_DOG_%","PT_DOG_#","HHI over $100,000_%","HHI over $100,000_#"
M3B3N4,4250,157,2,45108,24.28,0,72.62,1
M2L1N6,4251,157,11,45119,24.28,3,72.62,8
M2L1N7,4252,157,5,45124,24.28,1,72.62,4
M2L1C9,4253,157,18,45142,24.28,4,72.62,13
M2L1N4,4254,157,6,45148,24.28,1,72.62,4
M2L1C8,4255,157,22,45170,24.28,5,72.62,16
M4P1W6,4256,157,4,45174,27.32,1,59.44,2
M2L1E1,4257,157,12,45186,24.28,3,72.61,9
M2L1A5,4258,157,4,45190,24.28,1,72.61,3
M2L1N3,4259,157,14,45204,24.28,3,72.61,10
M2L2Y6,4260,157,3,45207,24.28,1,72.61,2
M4P2R1,4261,157,4,45211,27.32,1,59.44,2
M3B2B4,4262,157,2,45213,24.28,0,72.61,1
M2L1N8,4263,157,9,45222,24.28,2,72.61,7
M2L2Y2,4264,157,3,45225,24.28,1,72.60,2
M3B2B3,4265,157,2,45227,24.28,0,72.60,1
M4P2T8,4266,157,3,45230,27.32,1,59.43,2
M6B1T7,4267,157,13,45243,26.00,3,65.14,8
M2L1N5,4268,157,1,45244,24.28,0,72.59,1
M8X2N5,4269,157,9,45253,27.11,2,60.32,5
M2L1B1,4270,157,2,45255,24.28,0,72.58,1
M8X1W3,4271,157,15,45270,27.11,4,60.32,9
M3H0A9,4272,157,4,45274,29.46,1,50.14,2
M8X2Z6,4273,157,32,45306,27.11,9,60.32,19
M8X1W2,4274,157,8,45314,27.11,2,60.32,5
M8X1V4,4275,157,8,45322,27.11,2,60.32,5
M8X2M8,4276,157,6,45328,27.11,2,60.31,4
M4V2T8,4277,157,15,45343,26.12,4,64.58,10
L3T4E1,4278,157,23,45366,27.58,6,58.21,13
M6S2E9,4279,157,3,45369,27.05,1,60.49,2
M3A3C3,4280,157,4,45373,26.76,1,61.74,2
M6S2H5,4281,157,29,45402,27.05,8,60.47,18
M6S2E6,4282,157,8,45410,27.05,2,60.47,5
M3B2K1,4283,157,4,45414,25.78,1,65.97,3
M9B6H9,4284,157,2,45416,27.48,1,58.60,1
M6S4G6,4285,157,20,45436,27.05,5,60.46,12
M6S2G1,4286,157,12,45448,27.05,3,60.46,7
M9A5A3,4287,157,8,45456,29.46,2,50.01,4
M4V1V4,4288,157,1,45457,26.12,0,64.47,1
M3B2H3,4289,157,5,45462,25.77,1,65.99,3
M9B4R4,4290,157,3,45465,27.48,1,58.58,2
M3B1H4,4291,157,6,45471,25.77,2,65.98,4
M9B5C7,4292,157,11,45482,27.48,3,58.57,6
M9B5C4,4293,157,16,45498,27.48,4,58.57,9
M9B4R2,4294,157,16,45514,27.48,4,58.57,9
M3B1A5,4295,157,8,45522,25.77,2,65.98,5
M9B5C1,4296,157,14,45536,27.48,4,58.57,8
M9B5C2,4297,157,14,45550,27.48,4,58.57,8
M3B2G6,4298,157,10,45560,25.77,3,65.98,7
M3B1G4,4299,157,6,45566,25.77,2,65.98,4
M3B2K3,4300,157,5,45571,25.77,1,65.98,3
M9B5B4,4301,157,10,45581,27.48,3,58.57,6
M9B2E2,4302,157,12,45593,27.48,3,58.57,7
M9B2B7,4303,157,5,45598,27.48,1,58.57,3
M3B2G5,4304,157,30,45628,25.77,8,65.97,20
M3B2J8,4305,157,9,45637,25.77,2,65.97,6
M9B5E1,4306,157,12,45649,27.48,3,58.56,7
M3B2H1,4307,157,40,45689,25.77,10,65.97,26
M3B1E7,4308,157,19,45708,25.77,5,65.97,13
M3B2J9,4309,157,4,45712,25.77,1,65.97,3
M3B1G5,4310,157,4,45716,25.77,1,65.97,3
M3B2J7,4311,157,22,45738,25.77,6,65.97,15
M6S4G5,4312,157,16,45754,27.04,4,60.47,10
M6S4L2,4313,157,17,45771,27.04,5,60.47,10
M3B2H2,4314,157,8,45779,25.77,2,65.97,5
M2P1G5,4315,157,3,45782,25.35,1,67.78,2
M6S4C6,4316,157,17,45799,27.04,5,60.46,10
M3B1C6,4317,157,3,45802,25.77,1,65.96,2
L3T1K3,4318,157,11,45813,24.18,3,72.85,8
M3B1C5,4319,157,3,45816,25.77,1,65.96,2
M3B2K7,4320,157,1,45817,25.78,0,65.90,1
M3B2K5,4321,157,2,45819,25.77,1,65.94,1
M9B2B9,4322,157,1,45820,27.48,0,58.52,1
M2L2Y8,4323,157,2,45822,22.37,0,80.65,2
L4J8A8,4324,157,37,45859,27.66,10,57.70,21
L4J8A9,4325,157,38,45897,27.66,11,57.70,22
M9B2G8,4326,157,1,45898,27.48,0,58.47,1
L3T2W6,4327,157,17,45915,24.10,4,73.10,12
M9A3P4,4328,157,2,45917,27.93,1,56.51,1
M8W4S1,4329,157,5,45922,30.51,2,45.32,2
M3A3C1,4330,157,26,45948,26.71,7,61.78,16
M3A2Z3,4331,157,26,45974,26.71,7,61.78,16
M2K1T5,4332,157,1,45975,25.97,0,64.99,1
M3A2Z4,4333,157,27,46002,26.71,7,61.78,17
M8W4S7,4334,157,14,46016,30.51,4,45.31,6
M3H2A9,4335,157,14,46030,25.92,4,65.19,9
M6C0A3,4336,157,1,46031,29.41,0,50.05,1
M6C3H2,4337,157,4,46035,25.17,1,68.38,3
M4G2W4,4338,157,9,46044,26.87,2,61.01,5
M4G2S3,4339,157,13,46057,26.87,3,61.01,8
L4L7T2,4340,157,15,46072,26.24,4,63.74,10
M4G2S1,4341,157,12,46084,26.86,3,61.02,7
M4G3R4,4342,157,19,46103,26.86,5,61.01,12
M4G3X9,4343,157,25,46128,26.86,7,61.01,15
M4G1K9,4344,157,22,46150,26.86,6,61.01,13
L3T2R7,4345,157,3,46153,25.79,1,65.63,2
M9P2W9,4346,157,1,46154,26.78,0,61.31,1
M3A3H5,4347,157,2,46156,25.61,1,66.37,1
M2N2V3,4348,157,15,46171,26.62,4,61.99,9
M9P3B8,4349,157,2,46173,26.78,1,61.30,1
M3A3J8,4350,157,27,46200,25.61,7,66.35,18
M3A3J2,4351,157,8,46208,25.61,2,66.35,5
L4L1Y8,4352,157,4,46212,28.67,1,53.10,2
M3A3J4,4353,157,9,46221,25.61,2,66.35,6
M9P2W6,4354,157,3,46224,26.78,1,61.28,2
M3A3J1,4355,157,18,46242,25.61,5,66.35,12
M3A3H8,4356,157,9,46251,25.61,2,66.35,6
M3A3H7,4357,157,10,46261,25.61,3,66.35,7
M9P1V4,4358,157,6,46267,26.78,2,61.28,4
L4L8X4,4359,157,26,46293,28.67,7,53.08,14
M9P1S9,4360,157,8,46301,26.78,2,61.27,5
M9P1S1,4361,157,8,46309,26.78,2,61.27,5
M3A3H9,4362,157,3,46312,25.61,1,66.34,2
L4L8X8,4363,157,34,46346,28.67,10,53.08,18
L4L9C4,4364,157,46,46392,28.67,13,53.08,24
L4L1S2,4365,157,23,46415,28.67,7,53.08,12
M9P1Z6,4366,157,10,46425,26.78,3,61.27,6
L4L8X5,4367,157,39,46464,28.67,11,53.08,21
M9P1X9,4368,157,14,46478,26.78,4,61.27,9
L4L8X7,4369,157,46,46524,28.67,13,53.08,24
L4L1S3,4370,157,22,46546,28.67,6,53.08,12
L4L8X6,4371,157,47,46593,28.67,13,53.08,25
M9P1S8,4372,157,11,46604,26.78,3,61.27,7
M9P1V2,4373,157,18,46622,26.78,5,61.27,11
M3B0A7,4374,157,2,46624,29.25,1,50.57,1
M9P1X5,4375,157,4,46628,26.78,1,61.26,2
M9P1T6,4376,157,11,46639,26.78,3,61.26,7
M9P1X4,4377,157,30,46669,26.78,8,61.26,18
M9P2W8,4378,157,3,46672,26.78,1,61.26,2
M9P2X4,4379,157,9,46681,26.78,2,61.26,6
M9P1X8,4380,157,12,46693,26.78,3,61.26,7
M9P1S2,4381,157,13,46706,26.78,3,61.26,8
L4L1Y7,4382,157,9,46715,28.67,3,53.07,5
M9P1R9,4383,157,6,46721,26.78,2,61.26,4
M9P1Y6,4384,157,10,46731,26.78,3,61.26,6
M9P1Y7,4385,157,10,46741,26.78,3,61.26,6
M2N2K6,4386,157,1,46742,27.41,0,58.53,1
M9P2Z2,4387,157,8,46750,26.78,2,61.25,5
M4S2T2,4388,157,3,46753,26.33,1,63.20,2
M9P3B9,4389,157,4,46757,26.78,1,61.25,2
M5M1L4,4390,157,17,46774,26.69,5,61.63,10
M2N1V7,4391,157,14,46788,27.41,4,58.51,8
M2N1S1,4392,157,13,46801,27.41,4,58.51,8
M9P3S6,4393,157,5,46806,26.78,1,61.24,3
M4S2R9,4394,157,6,46812,26.33,2,63.18,4
M2N1V9,4395,157,13,46825,27.41,4,58.50,8
M4S2S1,4396,157,7,46832,26.33,2,63.18,4
M4S1M6,4397,157,14,46846,26.33,4,63.17,9
M4S1P6,4398,157,9,46855,26.33,2,63.17,6
M4S1S4,4399,157,19,46874,26.33,5,63.17,12
M4S2S3,4400,157,2,46876,26.33,1,63.17,1
M4S1S2,4401,157,65,46941,26.33,17,63.17,41
M4S2T3,4402,157,6,46947,26.33,2,63.16,4
M4S1P5,4403,157,11,46958,26.33,3,63.16,7
L3T2V5,4404,157,15,46973,23.80,4,74.12,11
M4Y1A1,4405,157,1,46974,25.77,0,65.56,1
M9P3P9,4406,157,1,46975,26.77,0,61.22,1
L3T2V7,4407,157,2,46977,23.79,0,74.13,1
M5P2M9,4408,157,10,46987,25.68,3,65.94,7
M9A3G5,4409,157,2,46989,27.14,1,59.61,1
L3T1K4,4410,157,10,46999,23.79,2,74.12,7
M3A3H6,4411,157,9,47008,25.58,2,66.36,6
M3A3K1,4412,157,13,47021,25.58,3,66.36,9
M3A3K2,4413,157,11,47032,25.58,3,66.35,7
M3A3J6,4414,157,8,47040,25.58,2,66.35,5
M3A3J5,4415,157,9,47049,25.58,2,66.35,6
M3A3H4,4416,157,14,47063,25.58,4,66.35,9
M3A3M6,4417,157,11,47074,25.58,3,66.35,7
M4G3R8,4418,157,5,47079,27.90,1,56.29,3
M4G1M6,4419,157,20,47099,27.90,6,56.29,11
M4G3R7,4420,157,22,47121,27.90,6,56.29,12
M4G1H9,4421,157,24,47145,27.90,7,56.29,14
M4G1H8,4422,157,15,47160,27.90,4,56.29,8
M5P2N2,4423,157,2,47162,26.10,1,64.07,1
M5P2M5,4424,157,4,47166,26.10,1,64.07,3
M5P2L9,4425,157,16,47182,26.10,4,64.07,10
M5P1B4,4426,157,6,47188,26.10,2,64.07,4
M5P2M1,4427,157,12,47200,26.10,3,64.07,8
M5R2N3,4428,157,3,47203,26.04,1,64.33,2
M5P2K2,4429,157,4,47207,26.10,1,64.07,3
M5P1L8,4430,157,9,47216,26.10,2,64.07,6
M5P2N3,4431,157,50,47266,26.10,13,64.07,32
M5P1M2,4432,157,10,47276,26.10,3,64.06,6
M5P1K2,4433,157,5,47281,26.10,1,64.06,3
M5P1M1,4434,157,10,47291,26.10,3,64.06,6
M5P1J9,4435,157,7,47298,26.10,2,64.06,4
M5P1B5,4436,157,2,47300,26.10,1,64.05,1
M4G3M7,4437,157,2,47302,27.89,1,56.30,1
M4B1P7,4438,157,5,47307,28.92,1,51.78,3
L4J7V6,4439,157,45,47352,29.22,13,50.48,23
L4J7V7,4440,157,39,47391,29.22,11,50.48,20
M4V2L7,4441,157,6,47397,23.42,1,75.60,5
M4B2Z6,4442,157,9,47406,28.92,3,51.77,5
M4B2Y3,4443,157,7,47413,28.92,2,51.77,4
M4K1V9,4444,157,32,47445,24.68,8,70.14,22
M4B1P8,4445,157,6,47451,28.92,2,51.77,3
M4B2Z1,4446,157,4,47455,28.92,1,51.77,2
M4B2Z2,4447,157,10,47465,28.92,3,51.76,5
M4B1R2,4448,157,4,47469,28.92,1,51.76,2
M4B1P9,4449,157,13,47482,28.92,4,51.76,7
M4B2Z3,4450,157,10,47492,28.92,3,51.76,5
M4B2Y5,4451,157,5,47497,28.92,1,51.76,3
M4B1R9,4452,157,13,47510,28.92,4,51.76,7
M4B2Y9,4453,157,4,47514,28.92,1,51.76,2
M4B2Z7,4454,157,9,47523,28.92,3,51.76,5
M4B2Z5,4455,157,11,47534,28.92,3,51.76,6
M4B1S1,4456,157,5,47539,28.92,1,51.75,3
M4B1R6,4457,157,11,47550,28.92,3,51.75,6
M4B1R7,4458,157,5,47555,28.92,1,51.75,3
M3A2K8,4459,157,16,47571,27.37,4,58.45,9
M3A1M4,4460,157,14,47585,27.37,4,58.45,8
M3A1S4,4461,157,18,47603,27.37,5,58.45,11
M4V1H6,4462,157,42,47645,23.35,10,75.86,32
M3A3B8,4463,157,7,47652,26.58,2,61.86,4
M3A3C5,4464,157,11,47663,26.68,3,61.38,7
M5M3L1,4465,157,4,47667,26.33,1,62.89,3
M5M2A8,4466,157,32,47699,26.33,8,62.88,20
M5M2C9,4467,157,13,47712,26.33,3,62.88,8
M5M3G7,4468,157,9,47721,26.33,2,62.88,6
M5M2C8,4469,157,16,47737,26.33,4,62.88,10
M3B2Z4,4470,157,17,47754,26.83,5,60.67,10
M3B2Z7,4471,157,7,47761,26.83,2,60.66,4
M9B2H9,4472,157,1,47762,26.01,0,64.18,1
M3H2V4,4473,157,3,47765,26.55,1,61.82,2
M3H2M2,4474,157,23,47788,26.55,6,61.82,14
M3H5Z8,4475,157,44,47832,26.55,12,61.81,27
M3A3C4,4476,157,26,47858,26.64,7,61.42,16
L3T1C7,4477,157,6,47864,23.40,1,75.44,5
M9B2J5,4478,157,2,47866,26.01,1,64.12,1
M9B4X7,4479,157,3,47869,26.01,1,64.12,2
L3T2V1,4480,157,2,47871,23.40,0,75.43,2
L4J7X4,4481,157,38,47909,24.44,9,70.92,27
L3T2T9,4482,157,21,47930,23.40,5,75.43,16
L3T2V6,4483,157,10,47940,23.40,2,75.43,8
L4J7X5,4484,157,32,47972,24.44,8,70.92,23
L3T1A8,4485,157,15,47987,23.40,4,75.42,11
L3T2T8,4486,157,7,47994,23.40,2,75.42,5
L3T1J8,4487,157,3,47997,23.40,1,75.42,2
L3T7L5,4488,157,1,47998,23.40,0,75.42,1
L3T7M7,4489,157,5,48003,23.40,1,75.41,4
L3T1J9,4490,157,2,48005,23.40,0,75.41,2
M9B3N1,4491,157,4,48009,26.01,1,64.10,3
M9B4X9,4492,157,7,48016,26.01,2,64.10,4
M5M3T2,4493,157,4,48020,26.68,1,61.20,2
M9B4X2,4494,157,6,48026,26.01,2,64.10,4
M5M3T3,4495,157,5,48031,26.68,1,61.19,3
M5M1E4,4496,157,12,48043,26.68,3,61.19,7
L4J7B5,4497,157,19,48062,25.07,5,68.17,13
M4G2C6,4498,157,11,48073,27.55,3,57.42,6
M4G3G9,4499,157,15,48088,27.55,4,57.42,9
M4G3P1,4500,157,8,48096,27.55,2,57.42,5
L3T5T8,4501,157,3,48099,23.39,1,75.44,2
M9B4W9,4502,157,4,48103,26.01,1,64.09,3
M9B4X3,4503,157,5,48108,26.01,1,64.09,3
M9B4Y7,4504,157,6,48114,26.01,2,64.09,4
M5M1A8,4505,157,39,48153,26.68,10,61.19,24
M4G2C9,4506,157,9,48162,27.55,2,57.42,5
M9B4X5,4507,157,12,48174,26.01,3,64.09,8
M4G2A2,4508,157,8,48182,27.55,2,57.42,5
M9B4X4,4509,157,15,48197,26.01,4,64.09,10
M4G2B2,4510,157,10,48207,27.55,3,57.42,6
M5M1G7,4511,157,42,48249,26.68,11,61.19,26
M5M1E1,4512,157,36,48285,26.68,10,61.19,22
L3T1C6,4513,157,6,48291,23.39,1,75.44,5
M4G3H2,4514,157,9,48300,27.55,2,57.42,5
M4G2A3,4515,157,7,48307,27.55,2,57.41,4
M9B2J7,4516,157,2,48309,26.01,1,64.08,1
M9B4X1,4517,157,4,48313,26.01,1,64.08,3
L3T2S9,4518,157,4,48317,23.39,1,75.43,3
M9B4X6,4519,156,4,48321,26.01,1,64.08,3
M9B3M9,4520,156,5,48326,26.01,1,64.07,3
L3T2T1,4521,156,9,48335,23.39,2,75.42,7
L3T5T9,4522,156,4,48339,23.39,1,75.42,3
L3T1G5,4523,156,5,48344,23.39,1,75.42,4
M4G3K6,4524,156,3,48347,27.54,1,57.43,2
M4G2C5,4525,156,7,48354,27.54,2,57.43,4
M4G2E2,4526,156,9,48363,27.54,2,57.43,5
M4G3K5,4527,156,2,48365,27.54,1,57.42,1
M4G3N8,4528,156,15,48380,27.54,4,57.42,9
M4G2C7,4529,156,11,48391,27.54,3,57.42,6
M4G3H1,4530,156,5,48396,27.54,1,57.42,3
M4G2K3,4531,156,7,48403,27.54,2,57.42,4
M4G2B1,4532,156,19,48422,27.54,5,57.42,11
M4G2E3,4533,156,6,48428,27.54,2,57.42,3
L4J7V8,4534,156,38,48466,29.23,11,50.09,19
M6P1T8,4535,156,8,48474,25.69,2,65.39,5
M9B2H7,4536,156,1,48475,26.01,0,64.01,1
M8Y4A2,4537,156,1,48476,25.70,0,65.33,1
M8Y1S8,4538,156,2,48478,25.73,1,65.20,1
M8Y3K1,4539,156,8,48486,25.73,2,65.19,5
M4P2R9,4540,156,2,48488,27.05,1,59.47,1
M8Y3H4,4541,156,8,48496,25.73,2,65.18,5
M8X2S8,4542,156,8,48504,27.96,2,55.51,4
M1W1J6,4543,156,10,48514,26.75,3,60.75,6
M8X1T8,4544,156,7,48521,27.96,2,55.50,4
M8X1W8,4545,156,10,48531,27.96,3,55.50,6
M8X2P8,4546,156,12,48543,27.96,3,55.50,7
M8X2S1,4547,156,9,48552,27.96,3,55.50,5
M8X2P2,4548,156,16,48568,27.96,4,55.50,9
M8X1W1,4549,156,8,48576,27.96,2,55.50,4
M8X1V9,4550,156,12,48588,27.96,3,55.50,7
M8X2S2,4551,156,5,48593,27.96,1,55.49,3
M8X1W6,4552,156,2,48595,27.96,1,55.49,1
M8X2N4,4553,156,4,48599,27.96,1,55.49,2
M4R1G5,4554,156,42,48641,25.94,11,64.23,27
M1W1M2,4555,156,1,48642,26.75,0,60.70,1
M8Y3H2,4556,156,8,48650,25.71,2,65.20,5
M8Y3J9,4557,156,2,48652,25.70,1,65.24,1
M8Y1X4,4558,156,7,48659,25.71,2,65.20,5
M8Y1Y2,4559,156,8,48667,25.71,2,65.19,5
M8Y3V5,4560,156,11,48678,25.71,3,65.19,7
M4K1M6,4561,156,39,48717,25.82,10,64.69,25
M8Y3H1,4562,156,8,48725,25.70,2,65.20,5
M8Y3G3,4563,156,8,48733,25.70,2,65.20,5
M8Y1Y1,4564,156,8,48741,25.70,2,65.20,5
M8Y1Y7,4565,156,7,48748,25.70,2,65.20,5
M8Y1S4,4566,156,20,48768,25.70,5,65.20,13
M8Y3H3,4567,156,7,48775,25.70,2,65.19,5
M8Y1S5,4568,156,16,48791,25.70,4,65.19,10
M8Y4B8,4569,156,7,48798,25.70,2,65.19,5
M8Y1Y5,4570,156,8,48806,25.70,2,65.19,5
M8Y1X6,4571,156,12,48818,25.70,3,65.19,8
M8Y1S6,4572,156,5,48823,25.70,1,65.19,3
M8Y1X5,4573,156,4,48827,25.70,1,65.19,3
M8Y3G8,4574,156,6,48833,25.70,2,65.19,4
M8W4R4,4575,156,2,48835,30.28,1,45.34,1
M8Y3H5,4576,156,6,48841,25.70,2,65.18,4
M8Y4A1,4577,156,3,48844,25.70,1,65.18,2
M8Y3Z9,4578,156,3,48847,25.70,1,65.18,2
M8Y1S7,4579,156,2,48849,25.70,1,65.17,1
M8Y3G9,4580,156,5,48854,25.70,1,65.17,3
M8W4R3,4581,156,3,48857,30.28,1,45.32,1
M8Y1X2,4582,156,2,48859,25.70,1,65.16,1
M8W4N4,4583,156,10,48869,30.28,3,45.32,5
M8W4T1,4584,156,10,48879,30.28,3,45.31,5
M8W2J6,4585,156,12,48891,30.28,4,45.31,5
M8Z3V9,4586,156,4,48895,27.16,1,58.83,2
M8W2J5,4587,156,1,48896,30.28,0,45.31,0
M8W4S9,4588,156,10,48906,30.28,3,45.31,5
M8W4R5,4589,156,13,48919,30.28,4,45.31,6
M8Z3B2,4590,156,3,48922,27.16,1,58.83,2
M8W2H9,4591,156,13,48935,30.28,4,45.31,6
M3B2K6,4592,156,3,48938,25.51,1,65.97,2
M2P2A5,4593,156,2,48940,25.09,1,67.79,1
M8W4R2,4594,156,5,48945,30.28,2,45.31,2
M2P1Z8,4595,156,6,48951,25.09,2,67.79,4
M2P1H8,4596,156,3,48954,25.09,1,67.79,2
M8Y1X3,4597,156,1,48955,25.70,0,65.14,1
M2P1H9,4598,156,4,48959,25.09,1,67.79,3
M3B1A4,4599,156,8,48967,25.51,2,65.97,5
M8Y4A3,4600,156,1,48968,25.70,0,65.14,1
M8Z4K9,4601,156,1,48969,27.16,0,58.82,1
M2P1J7,4602,156,8,48977,25.09,2,67.78,5
M2P1W4,4603,156,4,48981,25.09,1,67.78,3
M8W4R6,4604,156,6,48987,30.28,2,45.30,3
M5M2S1,4605,156,18,49005,29.03,5,50.71,9
M8W4N6,4606,156,2,49007,30.28,1,45.30,1
M2P1V4,4607,156,17,49024,25.09,4,67.78,12
M2P1W1,4608,156,19,49043,25.09,5,67.78,13
M2P1W2,4609,156,14,49057,25.09,4,67.78,9
M2P1X6,4610,156,14,49071,25.09,4,67.78,9
M2P1J1,4611,156,10,49081,25.09,3,67.78,7
M2P1J6,4612,156,11,49092,25.09,3,67.78,7
M2P1Z7,4613,156,18,49110,25.09,5,67.78,12
M5M2V6,4614,156,23,49133,29.03,7,50.71,12
M2P1J2,4615,156,13,49146,25.09,3,67.77,9
M8Z4N5,4616,156,7,49153,27.16,2,58.81,4
M8W2J1,4617,156,5,49158,30.28,2,45.29,2
M8Z4N6,4618,156,4,49162,27.16,1,58.80,2
M8Z4K5,4619,156,7,49169,27.16,2,58.80,4
M2P1W9,4620,156,1,49170,25.09,0,67.77,1
M2P1Y2,4621,156,4,49174,25.09,1,67.77,3
M8Z2X9,4622,156,4,49178,27.16,1,58.80,2
M8Z2Y1,4623,156,15,49193,27.16,4,58.79,9
M8Z2W6,4624,156,4,49197,27.16,1,58.79,2
M8W2H8,4625,156,1,49198,30.28,0,45.28,0
M8Z4K6,4626,156,17,49215,27.16,5,58.79,10
M8Z4J2,4627,156,19,49234,27.16,5,58.79,11
M8Z2W2,4628,156,15,49249,27.16,4,58.79,9
M8Z2V9,4629,156,10,49259,27.16,3,58.79,6
M8Z3B7,4630,156,4,49263,27.16,1,58.78,2
M8Z2V7,4631,156,10,49273,27.16,3,58.78,6
M9B5B5,4632,156,10,49283,27.21,3,58.56,6
M8Z3B4,4633,156,3,49286,27.16,1,58.77,2
M6P2W5,4634,156,8,49294,25.98,2,63.88,5
M4W3T3,4635,156,111,49405,27.66,31,56.53,63
M8Z4K7,4636,156,1,49406,27.16,0,58.70,1
L4J8B5,4637,156,38,49444,27.39,10,57.70,22
M5R1Z3,4638,156,8,49452,25.52,2,65.78,5
M9R4C8,4639,156,26,49478,29.03,8,50.56,13
M5R1Z9,4640,156,4,49482,25.52,1,65.77,3
L3T3B3,4641,156,15,49497,25.85,4,64.34,10
M9A3P5,4642,156,1,49498,27.65,0,56.50,1
M4R1G1,4643,156,38,49536,24.98,9,68.07,26
M9A1A7,4644,156,5,49541,27.65,1,56.50,3
M9A2V9,4645,156,3,49544,27.65,1,56.49,2
M9A3N6,4646,156,3,49547,27.65,1,56.49,2
M9A2V1,4647,156,15,49562,27.65,4,56.49,8
M9A2V8,4648,156,30,49592,27.65,8,56.49,17
M9A3P2,4649,156,28,49620,27.65,8,56.49,16
M9A2V7,4650,156,7,49627,27.65,2,56.49,4
M9A3P3,4651,156,7,49634,27.65,2,56.49,4
M9A2V2,4652,156,22,49656,27.65,6,56.48,12
M9A3N5,4653,156,9,49665,27.65,2,56.48,5
M9A1A4,4654,156,29,49694,27.65,8,56.48,16
M9A2T9,4655,156,11,49705,27.65,3,56.48,6
M9A3N4,4656,156,9,49714,27.65,2,56.48,5
M9A2V3,4657,156,2,49716,27.65,1,56.48,1
M4G2W2,4658,156,10,49726,26.60,3,61.01,6
M4G3R5,4659,156,23,49749,26.60,6,61.01,14
M5N1R7,4660,156,23,49772,23.63,5,73.84,17
M5N1S8,4661,156,27,49799,23.63,6,73.84,20
M5N1P5,4662,156,24,49823,23.63,6,73.83,18
M5N1R6,4663,156,24,49847,23.63,6,73.83,18
M5N1T8,4664,156,27,49874,23.63,6,73.83,20
M5N1S7,4665,156,30,49904,23.63,7,73.83,22
M4J2W1,4666,156,6,49910,26.18,2,62.78,4
L4J7T5,4667,156,44,49954,25.77,11,64.55,28
M4J2V3,4668,156,8,49962,26.18,2,62.77,5
M4J3Z7,4669,156,10,49972,26.18,3,62.77,6
M4J3Z6,4670,156,3,49975,26.18,1,62.77,2
M4J3X4,4671,156,11,49986,26.18,3,62.77,7
M4J2X3,4672,156,12,49998,26.18,3,62.77,8
M4J2V7,4673,156,9,50007,26.18,2,62.77,6
M4J3W2,4674,156,3,50010,26.18,1,62.76,2
M4J2X1,4675,156,20,50030,26.18,5,62.76,13
M4J4H5,4676,156,11,50041,26.18,3,62.76,7
M4J4G5,4677,156,9,50050,26.18,2,62.75,6
M5R3E8,4678,156,31,50081,25.55,8,65.48,20
M4J4H6,4679,156,12,50093,26.18,3,62.75,8
M5N2R3,4680,156,2,50095,23.63,0,73.80,1
M4J2X6,4681,156,5,50100,26.18,1,62.74,3
M4T2C7,4682,156,8,50108,22.53,2,78.54,6
L4L8E8,4683,156,26,50134,29.35,8,48.96,13
M4W1S7,4684,156,5,50139,25.59,1,65.18,3
M4W1S1,4685,156,4,50143,25.59,1,65.17,3
M4W2X5,4686,156,19,50162,25.59,5,65.17,12
M4W2Y1,4687,156,5,50167,25.59,1,65.16,3
M4W2X9,4688,156,7,50174,25.59,2,65.16,5
M4W1R9,4689,156,6,50180,25.59,2,65.16,4
M4W2V6,4690,156,20,50200,25.59,5,65.16,13
M4W1V3,4691,156,7,50207,25.59,2,65.16,5
M4W2V7,4692,156,2,50209,25.59,1,65.16,1
M4W1R8,4693,156,9,50218,25.59,2,65.16,6
M4W1S8,4694,156,4,50222,25.59,1,65.15,3
L4J7C9,4695,156,15,50237,25.14,4,67.10,10
M9R2T7,4696,156,2,50239,28.91,1,50.76,1
M9R2W8,4697,156,2,50241,28.91,1,50.75,1
L3T4E3,4698,156,14,50255,27.23,4,58.03,8
L4J1J4,4699,156,14,50269,26.15,4,62.70,9
M5P1H3,4700,156,8,50277,27.74,2,55.79,4
M2J4S2,4701,156,10,50287,25.06,3,67.39,7
M2J1X9,4702,156,16,50303,25.06,4,67.39,11
M5M2P6,4703,156,21,50324,28.98,6,50.41,11
M4G1L6,4704,156,7,50331,27.62,2,56.30,4
M2J1X5,4705,156,7,50338,25.06,2,67.38,5
M2J1X8,4706,156,7,50345,25.06,2,67.38,5
M9R2X1,4707,156,9,50354,28.91,3,50.69,5
M9R2T8,4708,156,26,50380,28.91,8,50.69,13
M9R1B9,4709,156,17,50397,28.91,5,50.69,9
L3T3B1,4710,156,14,50411,25.76,4,64.34,9
M9R1B3,4711,156,24,50435,28.91,7,50.69,12
M9R2T5,4712,156,9,50444,28.91,3,50.69,5
M9B3Y7,4713,156,3,50447,28.42,1,52.81,2
M9R2X8,4714,156,22,50469,28.91,6,50.69,11
M9R2X5,4715,156,12,50481,28.91,3,50.69,6
M9R2T9,4716,156,13,50494,28.91,4,50.69,7
M2J2L8,4717,156,2,50496,25.39,1,65.93,1
L3T3B4,4718,156,9,50505,25.76,2,64.33,6
M9R1B8,4719,156,3,50508,28.91,1,50.67,2
M9R1C1,4720,156,3,50511,28.91,1,50.67,2
M9R1C2,4721,156,2,50513,28.91,1,50.66,1
M2J2S5,4722,156,1,50514,25.39,0,65.91,1
M2J2N1,4723,156,2,50516,25.39,1,65.90,1
M2J2L9,4724,156,7,50523,25.39,2,65.90,5
M2J2N2,4725,156,6,50529,25.39,2,65.90,4
